BOX,PHASE,SUPPLIER,WAREHOUSE_STATUS,DATE,REMARKS,WAREHOUSE_UTILITY,METER NO.,METER MFG,IME,FINAL SIM,IMSI,IP,MFG_SERIAL_NUM,UDC_ID,NETWORK_ID,STATUS,"DECODE(D.ORG_ID,52,'SBPDCL',102,'NBPDCL')"
PL 82,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0527855,LNTLT0527855,865681062284469,8991856040706059175,405856706604197,2405:0203:0528:9F8A:0000:0000:0000:0010,,,,,
PL 86,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0074787,LNTLT0074787,866545057224021,8991856050706285008,405856706285008,2405:0203:0521:70D0:0000:0000:0000:0010,,,,,
PL 87,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0571531,LNTLT0571531,865681061535366,8991856040706038758,405856706583780,2405:0203:0529:86C5:0000:0000:0000:0010,,,,,
PL 89,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0343324,LNTLT0343324,869810058648983,8991856050706371519,405856706371519,2405:0203:0525:8156:0000:0000:0000:0010,,,,,
PL 92,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0893457,LNTLT0893457,860953065034695,8991856040706461604,405856707006613,2405:0203:052E:8DFA:0000:0000:0000:0010,,,,,
PL 94,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0217078,LNTLT0217078,869810053317600,8991856050706329573,405856706329573,2405:0203:0523:2847:0000:0000:0000:0010,,,,,
PL 94,1 Phase,L&T,PLD/LOAD CHANGE,2023-09-30,NOT MAP IN HES,NBPDCL,LT0875606,LNTLT0875606,868886064555579,8991856040706601604,405856707146613,2405:0203:052E:483E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0072162,LNTLT0072162,861089054990164,8991856050706073005,405856706073005,2405:0203:0521:671E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0223067,LNTLT0223067,869810056131594,8991856050706366264,405856706366264,2405:0203:0523:3FAC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0242427,LNTLT0242427,869810055568036,8991856050706321690,405856706321690,2405:0203:0523:E487:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0250258,LNTLT0250258,869810058674476,8991856050706476642,405856706471642,2405:0203:0524:031E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0281107,LNTLT0281107,869810058503790,8991856050706399868,405856706399868,2405:0203:0524:899D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0293976,LNTLT0293976,861089054952842,8991856050706453857,405856706448857,2405:0203:0524:C919:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0421144,LNTLT0421144,869810059108177,8991856050706511436,405856706506436,2405:0203:0526:D3B5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0531112,LNTLT0531112,865681062220992,8991856040706056811,405856706601833,2405:0203:0529:0E72:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0599373,LNTLT0599373,865681061212776,8991856040706135294,405856706680316,2405:0203:0529:D8B5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0623521,LNTLT0623521,860953060259529,8991856040706128451,405856706673473,2405:0203:052A:16EA:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0625490,LNTLT0625490,860953060714747,8991856040706109515,405856706654537,2405:0203:052A:1E9B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0605247,LNTLT0605247,865681061758737,8991856040706137356,405856706682378,2405:0203:052A:5B3C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0782224,LNTLT0782224,860953065864000,8991856040706634754,405856707179754,2405:0203:052C:A8A2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0836288,LNTLT0836288,860953066151654,8991856040706529533,405856707074542,2405:0203:052D:AEA9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0891646,LNTLT0891646,868886064765061,8991856040706442243,405856706987252,2405:0203:052E:86E7:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0891649,LNTLT0891649,868886064791885,8991856040706442051,405856706987060,2405:0203:052E:86EA:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0904371,LNTLT0904371,860953064954836,8991856040707063573,405856707608568,2405:0203:052E:DE93:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0905491,LNTLT0905491,860953064350837,8991856040707064124,405856707609119,2405:0203:052E:E2F3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0509209,LNTLT0509209,861557061476120,8991856040706031180,405856706576202,2405:0203:0527:C41A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0437031,LNTLT0437031,869810058496193,8991856040706314774,405856706859783,2405:0203:0526:74BB:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0442231,LNTLT0442231,865681060181543,8991856040706248410,405856706793420,2405:0203:0527:0E72:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0238212,LNTLT0238212,869810055300216,8991856050706350857,405856706350857,2405:0203:0523:D410:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0350687,LNTLT0350687,869810058448608,8991856050706373150,405856706373150,2405:0203:0525:6381:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0150309,LNTLT0150309,861190057106756,8991856050706311687,405856706311687,2405:0203:0522:618A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-09,NOT MAP IN HES,NBPDCL,LT0334865,LNTLT0334865,869810056239462,8991856050706497667,405856706492667,2405:0203:0525:73D3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-09,NOT MAP IN HES,NBPDCL,LT0914414,LNTLT0914414,860953064412736,8991856040707107623,405856707652618,2405:0203:052F:138F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-09,NOT MAP IN HES,NBPDCL,LT0388023,LNTLT0388023,869810059296691,8991856040706327037,405856706872046,2405:0203:0526:0FB6:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-09,NOT MAP IN HES,NBPDCL,LT0292955,LNTLT0292955,869810051041350,8991856050706454330,405856706449330,2405:0203:0524:C51C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-09,NOT MAP IN HES,NBPDCL,LT0394169,LNTLT0394169,865681060043354,8991856040706261407,405856706806416,2405:0203:0526:27B8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-09,NOT MAP IN HES,NBPDCL,LT0311305,LNTLT0311305,869810058695745,8991856050706408061,405856706408061,2405:0203:0524:903F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-09,NOT MAP IN HES,NBPDCL,LT0151253,LNTLT0151253,861190057465525,8991856050706312990,405856706312990,2405:0203:0522:653A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0421171,LNTLT0421171,869810058386501,8991856050706511447,405856706506447,2405:0203:0526:D3D0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0423031,LNTLT0423031,865681060018273,8991856050706500252,405856706495252,2405:0203:0526:FE55:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0424370,LNTLT0424370,869810059155343,8991856050706516228,405856706511228,2405:0203:0527:0390:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0728508,LNTLT0728508,860953069164621,8991856040706642027,405856707187027,2405:0203:052D:1539:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0074884,LNTLT0074884,866545057859412,8991856050706285437,405856706285437,2405:0203:0521:7131:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0984958,LNTLT0984958,865575062546077,8991856040706924557,405856707469562,2405:0203:0530:D1E7:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0903791,LNTLT0903791,861557061329295,8991856040707063131,405856707608126,2405:0203:052E:DC4F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT1054890,LNTLT1054890,868886068766479,8991856040706636342,405856707181342,2405:0203:0531:6184:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0239888,LNTLT0239888,861089054991055,8991856050706354549,405856706354549,2405:0203:0523:DA9C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0425087,LNTLT0425087,865681060172344,8991856050706500836,405856706495836,2405:0203:0527:065D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0439164,LNTLT0439164,861557061325574,8991856040706245087,405856706790097,2405:0203:0526:7D10:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0588237,LNTLT0588237,865681061572153,8991856040706116637,405856706661659,2405:0203:0529:4A95:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0217396,LNTLT0217396,869810055943072,8991856050706343138,405856706343138,2405:0203:0523:2985:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0324814,LNTLT0324814,869810058794043,8991856050706489926,405856706484926,2405:0203:0525:9AB0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0773778,LNTLT0773778,865681069387869,8991856040706645709,405856707190709,2405:0203:052C:87A4:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0797782,LNTLT0797782,860953065939372,8991856040706696391,405856707241399,2405:0203:052D:183F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0726859,LNTLT0726859,860953068979805,8991856040706640247,405856707185247,2405:0203:052D:0EC8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0797832,LNTLT0797832,860953065193616,8991856040706632645,405856707177645,2405:0203:052D:1871:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0588159,LNTLT0588159,865681062120127,8991856040706116627,405856706661649,2405:0203:0529:4A47:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0890810,LNTLT0890810,860953064532806,8991856040706442422,405856706987431,2405:0203:052E:83A3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0600860,LNTLT0600860,865681061023330,8991856040706139411,405856706684433,2405:0203:0529:E5A4:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0335250,LNTLT0335250,869810059076234,8991856050706498377,405856706493377,2405:0203:0525:7554:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0112463,LNTLT0112463,861190052707665,8991856050706230090,405856706230090,2405:0203:0521:B1BC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0295950,LNTLT0295950,869810055954590,8991856050706460274,405856706455274,2405:0203:0524:D0CF:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0394760,LNTLT0394760,869810058373715,8991856040706264887,405856706809907,2405:0203:0526:2A07:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0684573,LNTLT0684573,865681069831627,8991856040706281360,405856706826369,2405:0203:052B:4A0D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0241258,LNTLT0241258,869810056256979,8991856050706353974,405856706353974,2405:0203:0523:DFF6:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0657870,LNTLT0657870,865681068982637,8991856040706370833,405856706915842,2405:0203:052A:E1BE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0163947,LNTLT0163947,861190057150259,8991856050706268934,405856706268934,2405:0203:0522:9CB8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0835010,LNTLT0835010,860953066054502,8991856040706527399,405856707072408,2405:0203:052D:A9AB:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0812134,LNTLT0812134,860953065860180,8991856040706458920,405856707003929,2405:0203:052D:504F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0073559,LNTLT0073559,866545057866953,8991856050706289701,405856706289701,2405:0203:0521:6C2F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0527512,LNTLT0527512,865681062877346,8991856040706055428,405856706600450,2405:0203:0528:9E33:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0626209,LNTLT0626209,860953060993341,8991856040706128893,405856706673915,2405:0203:052A:216A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0499009,LNTLT0499009,865681061161833,8991856040706204269,405856706749278,2405:0203:0528:1C1C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0891944,LNTLT0891944,868886064686713,8991856040706557741,405856707102750,2405:0203:052E:8811:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0163316,LNTLT0163316,861190057400365,8991856050706268608,405856706268608,2405:0203:0522:9A41:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0410506,LNTLT0410506,865681062370797,8991856050706530743,405856706525743,2405:0203:0526:6F43:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,PLD/LOAD CHANGE,2023-10-21,NOT MAP IN HES,NBPDCL,LT0292349,LNTLT0292349,869810058763238,8991856050706381155,405856706381155,2405:0203:0524:C2BE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0150608,LNTLT0150608,861190057177336,8991856050706129699,405856706129699,2405:0203:0522:5849:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0558314,LNTLT0558314,865681062814588,8991856040706415975,405856706960984,2405:0203:0529:2436:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0578780,LNTLT0578780,865681061208618,8991856040706112994,405856706658016,2405:0203:0529:A316:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0608179,LNTLT0608179,865681061435302,8991856040706174483,405856706719504,2405:0203:052A:66B0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0688332,LNTLT0688332,865681069576735,8991856040706284534,405856706829543,2405:0203:052B:58BC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0692208,LNTLT0692208,865681069614577,8991856040706048158,405856706593180,2405:0203:052B:67E2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0693330,LNTLT0693330,860953069367489,8991856040706046629,405856706591651,2405:0203:052B:6C44:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0728838,LNTLT0728838,860953069223781,8991856040706576428,405856707121437,2405:0203:052B:D818:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0740710,LNTLT0740710,868886060730556,8991856040706698022,405856707243030,2405:0203:052C:0678:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0771388,LNTLT0771388,865681069898576,8991856040706647227,405856707192227,2405:0203:052C:7E4E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0835400,LNTLT0835400,860953065921933,8991856040706527686,405856707072695,2405:0203:052D:AB31:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0872208,LNTLT0872208,868886064782405,8991856040706604599,405856707149608,2405:0203:052E:3AF8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0973336,LNTLT0973336,868886067317563,8991856040707104084,405856707649079,2405:0203:0530:133F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT1039104,LNTLT1039104,865575062604249,8991856040706553276,405856707098285,2405:0203:0531:29C8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0052537,LNTLT0052537,861089057909617,8991856050706211490,405856706211490,2405:0203:0520:C548:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0054376,LNTLT0054376,861089057958176,8991856050706041536,405856706041536,2405:0203:0520:CC77:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0148755,LNTLT0148755,861190056973719,8991856050706128514,405856706128514,2405:0203:0522:5B78:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0213499,LNTLT0213499,869810055593224,8991856050706369261,405856706369261,2405:0203:0523:1A4C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0217640,LNTLT0217640,869810051501700,8991856050706340095,405856706340095,2405:0203:0523:2A79:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0296039,LNTLT0296039,869810051045492,8991856050706454349,405856706449349,2405:0203:0524:D128:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0309587,LNTLT0309587,869810055882668,8991856050706408862,405856706408862,2405:0203:0524:78EF:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0299163,LNTLT0299163,869810058695414,8991856050706380555,405856706380555,2405:0203:0524:6C89:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0332880,LNTLT0332880,869810055971032,8991856050706499922,405856706494922,2405:0203:0525:6C12:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0323717,LNTLT0323717,869810056244942,8991856050706473562,405856706468562,2405:0203:0525:9667:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0391988,LNTLT0391988,869810059025652,8991856040706326733,405856706871742,2405:0203:0526:1F33:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0418206,LNTLT0418206,865681060197762,8991856050706512606,405856706507606,2405:0203:0526:C83B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0419810,LNTLT0419810,869810059300493,8991856050706514230,405856706509230,2405:0203:0526:CE7F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0497581,LNTLT0497581,865575067215116,8991856050706537394,405856706532394,2405:0203:0528:1688:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-10-28,NOT MAP IN HES,NBPDCL,LT0469036,LNTLT0469036,865681061481264,8991856040706000744,405856706545766,2405:0203:0528:4410:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0533115,LNTLT0533115,865575067178009,8991856040706166600,405856706711621,2405:0203:0528:E3D4:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0710041,LNTLT0710041,865681069788199,8991856040706624569,405856707169578,2405:0203:052B:B5BB:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0813779,LNTLT0813779,860953066092858,8991856040706521730,405856707066739,2405:0203:052D:56BC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0905776,LNTLT0905776,860953065031378,8991856040707061951,405856707606946,2405:0203:052E:E410:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0961588,LNTLT0961588,865575062562405,8991856040706835515,405856707380518,2405:0203:052F:E55B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0984450,LNTLT0984450,868886067450273,8991856040706469607,405856707014616,2405:0203:0530:CFEB:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0099963,LNTLT0099963,869810050460262,8991856050706174228,405856706174228,2405:0203:0521:9291:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0239296,LNTLT0239296,869810055324653,8991856050706350227,405856706350227,2405:0203:0523:D84C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0440813,LNTLT0440813,865681061115243,8991856040706247172,405856706792182,2405:0203:0526:8381:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0572300,LNTLT0572300,865681062137337,8991856040706119884,405856706664906,2405:0203:0529:89C6:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0572383,LNTLT0572383,865681062178539,8991856040706119040,405856706664062,2405:0203:0529:8A19:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0655927,LNTLT0655927,865681069128206,8991856040706374805,405856706919814,2405:0203:052A:DA27:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0731927,LNTLT0731927,860953069459278,8991856040706721874,405856707266877,2405:0203:052B:E429:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0739431,LNTLT0739431,860953069252541,8991856040706606944,405856707151953,2405:0203:052C:0179:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0744651,LNTLT0744651,860953068808129,8991856040706685707,405856707230715,2405:0203:052C:15DD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0727132,LNTLT0727132,860953069086584,8991856040706640768,405856707185768,2405:0203:052D:0FD9:0000:0000:0000:0010,,,,,
