S.r,Meter No.,IME,Phase,WAREHOUSE_STATUS,FINAL SIM,WAREHOUSE_UTILITY,IMSI,IP,Make
361,LT0783171,861996077262621,1 Phase,S2S repaired,8991856040706633932,SBPDCL,405856707178932,2405:0203:052C:AC55:0000:0000:0000:0010,L&T
362,LT0408190,865681061738325,1 Phase,S2S repaired,8991856050706549402,SBPDCL,405856706544402,2405:0203:0526:6637:0000:0000:0000:0010,L&T
363,LT0253254,869810058533391,1 Phase,S2S repaired,8991856050706466362,SBPDCL,405856706461362,2405:0203:0524:0ED2:0000:0000:0000:0010,L&T
364,LT0592519,865681062045647,1 Phase,S2S repaired,8991856040706368229,SBPDCL,405856706913238,2405:0203:0529:5B4F:0000:0000:0000:0010,L&T
365,LT0532810,865681062842621,1 Phase,S2S repaired,8991856040706168030,SBPDCL,405856706713051,2405:0203:0528:E2A3:0000:0000:0000:0010,L&T
366,LT0726847,860953068854479,1 Phase,S2S repaired,8991856040706640261,SBPDCL,405856707185261,2405:0203:052D:0EBC:0000:0000:0000:0010,L&T
367,LT0568223,861996078332043,1 Phase,S2S repaired,8991856040706397506,SBPDCL,405856706942515,2405:0203:0529:79D9:0000:0000:0000:0010,L&T
368,LT0742281,861996077241385,1 Phase,S2S repaired,8991856040706620321,SBPDCL,405856707165330,2405:0203:052C:0C9B:0000:0000:0000:0010,L&T
369,LT0197630,861996078318141,1 Phase,S2S repaired,8991856050706303423,SBPDCL,405856706303423,2405:0203:0523:9F51:0000:0000:0000:0010,L&T
370,LT0194899,861996078330351,1 Phase,S2S repaired,8991856050706302527,SBPDCL,405856706302527,2405:0203:0523:94A6:0000:0000:0000:0010,L&T
371,LT0311988,869810055467080,1 Phase,S2S repaired,8991856050706487901,SBPDCL,405856706482901,2405:0203:0524:E865:0000:0000:0000:0010,L&T
372,LT0119116,861190054415457,1 Phase,S2S repaired,8991856050706057105,SBPDCL,405856706057105,2405:0203:0521:DDE0:0000:0000:0000:0010,L&T
373,LT0080632,861996077252630,1 Phase,S2S repaired,8991856050706089657,SBPDCL,405856706089657,2405:0203:0521:23EE:0000:0000:0000:0010,L&T
374,LT0500968,865681062496550,1 Phase,S2S repaired,8991856040706202335,SBPDCL,405856706747344,2405:0203:0528:23C3:0000:0000:0000:0010,L&T
375,LT0816566,861996077257399,1 Phase,S2S repaired,8991856040706523918,SBPDCL,405856707068927,2405:0203:052D:619F:0000:0000:0000:0010,L&T
376,LT0049051,861996078328843,1 Phase,S2S repaired,8991856050706091071,SBPDCL,405856706091071,2405:0203:0520:B7AA:0000:0000:0000:0010,L&T
377,LT0839289,861996078350177,1 Phase,S2S repaired,8991856040706507432,SBPDCL,405856707052441,2405:0203:052D:BA62:0000:0000:0000:0010,L&T
378,LT0843747,861996078349922,1 Phase,S2S repaired,8991856040706593722,SBPDCL,405856707138731,2405:0203:052D:CBCC:0000:0000:0000:0010,L&T
379,LT0150950,861190057343250,1 Phase,S2S repaired,8991856050706310755,SBPDCL,405856706310755,2405:0203:0522:640B:0000:0000:0000:0010,L&T
380,LT0146093,861190057115138,1 Phase,S2S repaired,8991856050706129312,SBPDCL,405856706129312,2405:0203:0522:5112:0000:0000:0000:0010,L&T
381,LT0850620,861996077246582,1 Phase,S2S repaired,8991856040706600340,SBPDCL,405856707145349,2405:0203:052D:E6A4:0000:0000:0000:0010,L&T
382,LT0976164,868886065522826,1 Phase,S2S repaired,8991856040707104963,SBPDCL,405856707649958,2405:0203:0530:AF8D:0000:0000:0000:0010,L&T
383,LT0989280,861996078321632,1 Phase,S2S repaired,8991856040706465868,SBPDCL,405856707010877,2405:0203:0530:2A46:0000:0000:0000:0010,L&T
384,LT0507689,861996078342133,1 Phase,S2S repaired,8991856040706423280,SBPDCL,405856706968289,2405:0203:0527:BE2A:0000:0000:0000:0010,L&T
385,LT0511245,861996077251525,1 Phase,S2S repaired,8991856040706032515,SBPDCL,405856706577537,2405:0203:0527:CC0E:0000:0000:0000:0010,L&T
386,LT0509126,865681062578498,1 Phase,S2S repaired,8991856040706030778,SBPDCL,405856706575800,2405:0203:0527:C3C7:0000:0000:0000:0010,L&T
387,LT0988019,868886067668692,1 Phase,S2S repaired,8991856040706467095,SBPDCL,405856707012104,2405:0203:0530:2559:0000:0000:0000:0010,L&T
388,LT0510132,865681061886488,1 Phase,S2S repaired,8991856040706034967,SBPDCL,405856706579989,2405:0203:0527:C7B5:0000:0000:0000:0010,L&T
389,LT0509291,861996078319453,1 Phase,S2S repaired,8991856040706030731,SBPDCL,405856706575753,2405:0203:0527:C46C:0000:0000:0000:0010,L&T
390,LT0451707,861996078318687,1 Phase,S2S repaired,8991856040706075608,SBPDCL,405856706620630,2405:0203:0527:3375:0000:0000:0000:0010,L&T
391,LT0985639,861996077245295,1 Phase,S2S repaired,8991856040706758419,SBPDCL,405856707303422,2405:0203:0530:1C0D:0000:0000:0000:0010,L&T
392,LT0511921,865681061836905,1 Phase,S2S repaired,8991856040706034608,SBPDCL,405856706579630,2405:0203:0527:CEB2:0000:0000:0000:0010,L&T
393,LT0987394,868886067699192,1 Phase,S2S repaired,8991856040706466928,SBPDCL,405856707011937,2405:0203:0530:22E8:0000:0000:0000:0010,L&T
394,LT0508141,865681062041216,1 Phase,S2S repaired,8991856040706423309,SBPDCL,405856706968318,2405:0203:0527:BFEE:0000:0000:0000:0010,L&T
395,LT0987860,868886067683360,1 Phase,S2S repaired,8991856040706467344,SBPDCL,405856707012353,2405:0203:0530:24BA:0000:0000:0000:0010,L&T
396,LT0510638,865681061710324,1 Phase,S2S repaired,8991856040706031895,SBPDCL,405856706576917,2405:0203:0527:C9AF:0000:0000:0000:0010,L&T
397,LT0986596,861996077251145,1 Phase,S2S repaired,8991856040706862686,SBPDCL,405856707407689,2405:0203:0530:1FCA:0000:0000:0000:0010,L&T
398,LT0806032,860953065606344,1 Phase,S2S repaired,8991856040706564562,NBPDCL,405856707109571,2405:0203:052D:3879:0000:0000:0000:0010,L&T
399,LT1060011,868886068894651,1 Phase,S2S repaired,8991856040706639429,NBPDCL,405856707184429,2405:0203:0531:7D5F:0000:0000:0000:0010,L&T
400,LT0821899,860953065418450,1 Phase,S2S repaired,8991856040706670406,NBPDCL,405856707215406,2405:0203:052D:7674:0000:0000:0000:0010,L&T
401,LT0823533,860953065402264,1 Phase,S2S repaired,8991856040706486560,NBPDCL,405856707031569,2405:0203:052D:7CD6:0000:0000:0000:0010,L&T
402,LT0822908,860953065986035,1 Phase,S2S repaired,8991856040706487404,NBPDCL,405856707032413,2405:0203:052D:7A65:0000:0000:0000:0010,L&T
403,LT1043885,865575062625707,1 Phase,S2S repaired,8991856040706471285,NBPDCL,405856707016294,2405:0203:0531:3C75:0000:0000:0000:0010,L&T
404,LT1058846,868886068798035,1 Phase,S2S repaired,8991856040707056134,NBPDCL,405856707601129,2405:0203:0531:78D2:0000:0000:0000:0010,L&T
405,LT1041312,868886068525784,1 Phase,S2S repaired,8991856040706943375,NBPDCL,405856707488370,2405:0203:0531:3268:0000:0000:0000:0010,L&T
406,LT0808610,860953065467242,1 Phase,S2S repaired,8991856040706563635,NBPDCL,405856707108644,2405:0203:052D:428B:0000:0000:0000:0010,L&T
407,LT0956062,868886067572886,1 Phase,S2S repaired,8991856040706496438,NBPDCL,405856707041447,2405:0203:052F:CFC5:0000:0000:0000:0010,L&T
408,LT1041228,868886068486482,1 Phase,S2S repaired,8991856040706943277,NBPDCL,405856707488272,2405:0203:0531:3214:0000:0000:0000:0010,L&T
409,LT0716660,860953069042637,1 Phase,S2S repaired,8991856040706433417,NBPDCL,405856706978426,2405:0203:052B:CF96:0000:0000:0000:0010,L&T
410,LT0088862,861089059002437,1 Phase,S2S repaired,8991856050706248674,NBPDCL,405856706248674,2405:0203:0521:4414:0000:0000:0000:0010,L&T
411,LT0029308,861089054425328,1 Phase,S2S repaired,8991856050706275758,NBPDCL,405856706275758,2405:0203:0520:7BA1:0000:0000:0000:0010,L&T
412,LT0104746,861190054442279,1 Phase,S2S repaired,8991856050706072027,NBPDCL,405856706072027,2405:0203:0521:C9E0:0000:0000:0000:0010,L&T
413,LT0103842,861190054364531,1 Phase,S2S repaired,8991856050706243085,NBPDCL,405856706243085,2405:0203:0521:C658:0000:0000:0000:0010,L&T
414,LT0448821,865681061681616,1 Phase,S2S repaired,8991856040706078909,NBPDCL,405856706623931,2405:0203:0527:2830:0000:0000:0000:0010,L&T
415,LT0040064,861089054416855,1 Phase,S2S repaired,8991856050706319206,NBPDCL,405856706319206,2405:0203:0520:37B8:0000:0000:0000:0010,L&T
416,LT0449931,865681061430832,1 Phase,S2S repaired,8991856040706079105,NBPDCL,405856706624127,2405:0203:0527:2C86:0000:0000:0000:0010,L&T
417,LT0090247,861089058964363,1 Phase,S2S repaired,8991856050706139427,NBPDCL,405856706139427,2405:0203:0521:497D:0000:0000:0000:0010,L&T
418,LT0949415,861996078321509,1 Phase,S2S repaired,8991856040706494251,NBPDCL,405856707039260,2405:0203:052F:B5CE:0000:0000:0000:0010,L&T
419,LT0130376,861190056076083,1 Phase,S2S repaired,8991856050706081262,NBPDCL,405856706081262,2405:0203:0522:1D7D:0000:0000:0000:0010,L&T
420,LT0104268,861190054472755,1 Phase,S2S repaired,8991856050706242479,NBPDCL,405856706242479,2405:0203:0521:C802:0000:0000:0000:0010,L&T
421,LT0236056,869810051135335,1 Phase,S2S repaired,8991856050706322673,NBPDCL,405856706322673,2405:0203:0523:CBA4:0000:0000:0000:0010,L&T
422,LT0172693,861190057181007,1 Phase,S2S repaired,8991856050706104194,NBPDCL,405856706104194,2405:0203:0522:BEE2:0000:0000:0000:0010,L&T
423,LT0518486,865681062616082,1 Phase,S2S repaired,8991856040706017627,NBPDCL,405856706562649,2405:0203:0527:4CC7:0000:0000:0000:0010,L&T
424,LT0107488,861190056013979,1 Phase,S2S repaired,8991856050706226953,NBPDCL,405856706226953,2405:0203:0521:9E7F:0000:0000:0000:0010,L&T
425,LT0383309,869810058748601,1 Phase,S2S repaired,8991856040706147815,NBPDCL,405856706692837,2405:0203:0525:FD4C:0000:0000:0000:0010,L&T
426,LT0957252,868886065417498,1 Phase,S2S repaired,8991856040706785361,NBPDCL,405856707330364,2405:0203:052F:D46B:0000:0000:0000:0010,L&T
427,LT0401501,869810059148603,1 Phase,S2S repaired,8991856040706358103,NBPDCL,405856706903112,2405:0203:0526:5FB7:0000:0000:0000:0010,L&T
428,LT0448738,861996077248059,1 Phase,S2S repaired,8991856040706079883,NBPDCL,405856706624905,2405:0203:0527:27DD:0000:0000:0000:0010,L&T
429,LT0107344,861190052701981,1 Phase,S2S repaired,8991856050706243266,NBPDCL,405856706243266,2405:0203:0521:9DEF:0000:0000:0000:0010,L&T
430,LT0396677,865681060019156,1 Phase,S2S repaired,8991856040706264202,NBPDCL,405856706809211,2405:0203:0526:4CDF:0000:0000:0000:0010,L&T
431,LT0948324,861996078348262,1 Phase,S2S repaired,8991856040706498671,NBPDCL,405856707043680,2405:0203:052F:B18B:0000:0000:0000:0010,L&T
432,LT0029512,866545058000560,1 Phase,S2S repaired,8991856050706278605,NBPDCL,405856706278605,2405:0203:0520:7C6D:0000:0000:0000:0010,L&T
433,LT0518782,865681062539524,1 Phase,S2S repaired,8991856040706029506,NBPDCL,405856706574528,2405:0203:0527:4DEF:0000:0000:0000:0010,L&T
434,LT0045486,866545057863406,1 Phase,S2S repaired,8991856050706210063,SBPDCL,405856706210063,2405:0203:0520:A9BD:0000:0000:0000:0010,L&T
435,LT0862523,868886064822573,1 Phase,S2S repaired,8991856040706682359,SBPDCL,405856707227367,2405:0203:052E:1523:0000:0000:0000:0010,L&T
436,LT0916277,868886065185038,1 Phase,S2S repaired,8991856040707105394,SBPDCL,405856707650389,2405:0203:052F:1AD6:0000:0000:0000:0010,L&T
437,LT1019587,868886068536369,1 Phase,S2S repaired,8991856040707118050,SBPDCL,405856707663045,2405:0203:0530:8D08:0000:0000:0000:0010,L&T
438,LT0501569,865681061245982,1 Phase,S2S repaired,8991856040706202686,SBPDCL,405856706747695,2405:0203:0528:261C:0000:0000:0000:0010,L&T
439,LT1032745,868886068502692,1 Phase,S2S repaired,8991856040706880416,SBPDCL,405856707425421,2405:0203:0531:10F1:0000:0000:0000:0010,L&T
440,LT1038101,868886068483661,1 Phase,S2S repaired,8991856040706941481,SBPDCL,405856707486476,2405:0203:0531:25DD:0000:0000:0000:0010,L&T
441,LT0859591,868886064558409,1 Phase,S2S repaired,8991856040706619488,SBPDCL,405856707164497,2405:0203:052E:09AF:0000:0000:0000:0010,L&T
442,LT0024222,861089052114767,1 Phase,S2S repaired,8991856050706276260,SBPDCL,405856706276260,2405:0203:0520:4882:0000:0000:0000:0010,L&T
443,LT1032320,868886068597783,1 Phase,S2S repaired,8991856040706940436,SBPDCL,405856707485431,2405:0203:0531:0F48:0000:0000:0000:0010,L&T
444,LT0042858,861089054265195,1 Phase,S2S repaired,8991856050706204938,SBPDCL,405856706204938,2405:0203:0520:9F79:0000:0000:0000:0010,L&T
445,LT0859593,868886064885935,1 Phase,S2S repaired,8991856040706619443,SBPDCL,405856707164452,2405:0203:052E:09B1:0000:0000:0000:0010,L&T
446,LT0101197,869810050413378,1 Phase,S2S repaired,8991856050706173071,SBPDCL,405856706173071,2405:0203:0521:9763:0000:0000:0000:0010,L&T
447,LT0980494,861996077242250,1 Phase,S2S repaired,8991856040706920021,SBPDCL,405856707465026,2405:0203:0530:C077:0000:0000:0000:0010,L&T
448,LT0511961,861996078329460,1 Phase,S2S repaired,8991856040706034624,SBPDCL,405856706579646,2405:0203:0527:CEDA:0000:0000:0000:0010,L&T
449,LT0153867,861190057457092,1 Phase,S2S repaired,8991856050706125094,SBPDCL,405856706125094,2405:0203:0522:7558:0000:0000:0000:0010,L&T
450,LT0077967,861089058906620,1 Phase,S2S repaired,8991856050706135900,SBPDCL,405856706135900,2405:0203:0521:1985:0000:0000:0000:0010,L&T
451,LT0580477,861996077248257,1 Phase,S2S repaired,8991856040706366747,SBPDCL,405856706911756,2405:0203:0529:A9B7:0000:0000:0000:0010,L&T
452,LT0156456,862058063308642,1 Phase,S2S repaired,8991856050706141526,SBPDCL,405856706141526,2405:0203:0522:7F75:0000:0000:0000:0010,L&T
453,LT0149285,861190057350149,1 Phase,S2S repaired,8991856050706314105,SBPDCL,405856706314105,2405:0203:0522:5D8A:0000:0000:0000:0010,L&T
454,LT0922704,861996077257431,1 Phase,S2S repaired,8991856040706445119,SBPDCL,405856706990128,2405:0203:052F:33F1:0000:0000:0000:0010,L&T
455,LT0157891,861190057365790,1 Phase,S2S repaired,8991856050706097064,SBPDCL,405856706097064,2405:0203:0522:8510:0000:0000:0000:0010,L&T
456,LT0112634,861190054344723,1 Phase,S2S repaired,8991856050706234289,SBPDCL,405856706234289,2405:0203:0521:B267:0000:0000:0000:0010,L&T
457,LT0508743,861996077242037,1 Phase,S2S repaired,8991856040706032228,SBPDCL,405856706577250,2405:0203:0527:C248:0000:0000:0000:0010,L&T
458,LT0485606,861996077256698,1 Phase,S2S repaired,8991856040706063358,SBPDCL,405856706608380,2405:0203:0528:7C17:0000:0000:0000:0010,L&T
459,LT0342205,861996078350318,1 Phase,S2S repaired,8991856050706496123,SBPDCL,405856706491123,2405:0203:0525:7CF7:0000:0000:0000:0010,L&T
460,LT0797505,861996078329106,1 Phase,S2S repaired,8991856040706719286,SBPDCL,405856707264294,2405:0203:052D:172A:0000:0000:0000:0010,L&T
461,LT0530748,865681062785903,1 Phase,S2S repaired,8991856040706057583,SBPDCL,405856706602605,2405:0203:0529:0D06:0000:0000:0000:0010,L&T
462,LT0580234,861996078352298,1 Phase,S2S repaired,8991856040706366842,SBPDCL,405856706911851,2405:0203:0529:A8C4:0000:0000:0000:0010,L&T
463,LT0186754,869810050442732,1 Phase,S2S repaired,8991856050706067990,SBPDCL,405856706067990,2405:0203:0523:74D5:0000:0000:0000:0010,L&T
464,LT0797504,861996077258231,1 Phase,S2S repaired,8991856040706708377,SBPDCL,405856707253385,2405:0203:052D:1729:0000:0000:0000:0010,L&T
465,LT0185808,869810050976218,1 Phase,S2S repaired,8991856050706065863,SBPDCL,405856706065863,2405:0203:0523:7123:0000:0000:0000:0010,L&T
466,LT0796902,861996078363832,1 Phase,S2S repaired,8991856040706648082,SBPDCL,405856707193082,2405:0203:052C:E1F8:0000:0000:0000:0010,L&T
467,LT0120900,861190054454829,1 Phase,S2S repaired,8991856050706112215,SBPDCL,405856706112215,2405:0203:0521:F879:0000:0000:0000:0010,L&T
468,LT0509932,861996077241302,1 Phase,S2S repaired,8991856040706032154,SBPDCL,405856706577176,2405:0203:0527:C6ED:0000:0000:0000:0010,L&T
469,LT0158808,861190057335108,1 Phase,S2S repaired,8991856050706269361,NBPDCL,405856706269361,2405:0203:0522:88A5:0000:0000:0000:0010,L&T
470,LT0777287,861996078353379,1 Phase,S2S repaired,8991856040706706524,NBPDCL,405856707251532,2405:0203:052C:9559:0000:0000:0000:0010,L&T
471,LT0777131,861996077247564,1 Phase,S2S repaired,8991856040706706596,NBPDCL,405856707251604,2405:0203:052C:94BD:0000:0000:0000:0010,L&T
472,LT0776790,861996077248968,1 Phase,S2S repaired,8991856040706430582,NBPDCL,405856706975591,2405:0203:052C:9368:0000:0000:0000:0010,L&T
473,LT0778783,860953065958372,1 Phase,S2S repaired,8991856040706634700,NBPDCL,405856707179700,2405:0203:052C:9B31:0000:0000:0000:0010,L&T
474,LT0161548,861190057166065,1 Phase,S2S repaired,8991856050706140060,NBPDCL,405856706140060,2405:0203:0522:9359:0000:0000:0000:0010,L&T
475,LT0644958,860953060268785,1 Phase,S2S repaired,8991856040706183330,NBPDCL,405856706728339,2405:0203:052A:9436:0000:0000:0000:0010,L&T
476,LT0137419,861190057489723,1 Phase,S2S repaired,8991856050706084138,NBPDCL,405856706084138,2405:0203:0522:2F30:0000:0000:0000:0010,L&T
477,LT0127091,861190055981804,1 Phase,S2S repaired,8991856050706111445,NBPDCL,405856706111445,2405:0203:0522:10A8:0000:0000:0000:0010,L&T
478,LT0161457,861190057168608,1 Phase,S2S repaired,8991856050706099572,NBPDCL,405856706099572,2405:0203:0522:92FE:0000:0000:0000:0010,L&T
479,LT0644747,861996077243951,1 Phase,S2S repaired,8991856040706219923,NBPDCL,405856706764932,2405:0203:052A:9363:0000:0000:0000:0010,L&T
480,LT0172239,861190056153643,1 Phase,S2S repaired,8991856050706102825,NBPDCL,405856706102825,2405:0203:0522:BD1C:0000:0000:0000:0010,L&T
481,LT0776426,865681069561067,1 Phase,S2S repaired,8991856040706668724,NBPDCL,405856707213724,2405:0203:052C:91FC:0000:0000:0000:0010,L&T
482,LT0595545,861996077242383,1 Phase,S2S repaired,8991856040706335343,NBPDCL,405856706880352,2405:0203:0528:D197:0000:0000:0000:0010,L&T
483,LT0774350,861996078317085,1 Phase,S2S repaired,8991856040706649818,NBPDCL,405856707194818,2405:0203:052C:89E0:0000:0000:0000:0010,L&T
484,LT0188420,869810053389625,1 Phase,S2S repaired,8991856050706357272,NBPDCL,405856706357272,2405:0203:0523:7B57:0000:0000:0000:0010,L&T
485,LT0125728,861190056030296,1 Phase,S2S repaired,8991856050706112726,NBPDCL,405856706112726,2405:0203:0522:0B55:0000:0000:0000:0010,L&T
486,LT0158174,861190057160506,1 Phase,S2S repaired,8991856050706266141,NBPDCL,405856706266141,2405:0203:0522:862B:0000:0000:0000:0010,L&T
487,LT0647691,860953060433231,1 Phase,S2S repaired,8991856040706173966,NBPDCL,405856706718987,2405:0203:052A:9EE3:0000:0000:0000:0010,L&T
488,LT0185136,861996078331458,1 Phase,S2S repaired,8991856050706065663,NBPDCL,405856706065663,2405:0203:0523:6E83:0000:0000:0000:0010,L&T
489,LT0363709,861996078313878,1 Phase,S2S repaired,8991856050706404992,NBPDCL,405856706404992,2405:0203:0525:C444:0000:0000:0000:0010,L&T
490,LT0778487,861996077247432,1 Phase,S2S repaired,8991856040706668878,NBPDCL,405856707213878,2405:0203:052C:9A09:0000:0000:0000:0010,L&T
491,LT0777394,861996078350342,1 Phase,S2S repaired,8991856040706697813,NBPDCL,405856707242821,2405:0203:052C:95C4:0000:0000:0000:0010,L&T
492,LT0776546,865681069169135,1 Phase,S2S repaired,8991856040706631209,NBPDCL,405856707176209,2405:0203:052C:9274:0000:0000:0000:0010,L&T
493,LT0647587,861996078314777,1 Phase,S2S repaired,8991856040706308466,NBPDCL,405856706853475,2405:0203:052A:9E7B:0000:0000:0000:0010,L&T
494,LT0645363,861996078348429,1 Phase,S2S repaired,8991856040706305421,NBPDCL,405856706850430,2405:0203:052A:95CB:0000:0000:0000:0010,L&T
495,LT0647743,861996077262100,1 Phase,S2S repaired,8991856040706172790,NBPDCL,405856706717811,2405:0203:052A:9F17:0000:0000:0000:0010,L&T
496,LT0855460,861996078288112,1 Phase,S2S repaired,8991856040706617183,NBPDCL,405856707162192,2405:0203:052D:F98C:0000:0000:0000:0010,L&T
497,LT0778496,860953069353489,1 Phase,S2S repaired,8991856040706582514,NBPDCL,405856707127523,2405:0203:052C:9A12:0000:0000:0000:0010,L&T
498,LT0152230,861190054475105,1 Phase,S2S repaired,8991856050706142026,NBPDCL,405856706142026,2405:0203:0522:690B:0000:0000:0000:0010,L&T
499,LT0172430,861190057100031,1 Phase,S2S repaired,8991856050706079022,NBPDCL,405856706079022,2405:0203:0522:BDDB:0000:0000:0000:0010,L&T
500,LT0128296,861190056000471,1 Phase,S2S repaired,8991856050706113666,NBPDCL,405856706113666,2405:0203:0522:155D:0000:0000:0000:0010,L&T
501,LT0644597,860953060344008,1 Phase,S2S repaired,8991856040706219662,NBPDCL,405856706764671,2405:0203:052A:92CD:0000:0000:0000:0010,L&T
502,LT0158182,861190056977686,1 Phase,S2S repaired,8991856050706268163,NBPDCL,405856706268163,2405:0203:0522:8633:0000:0000:0000:0010,L&T
503,LT0521998,861996077249131,1 Phase,S2S repaired,8991856040706026918,NBPDCL,405856706571940,2405:0203:0527:5A7F:0000:0000:0000:0010,L&T
504,LT0105109,861190054373334,1 Phase,S2S repaired,8991856050706242333,NBPDCL,405856706242333,2405:0203:0521:CB4B:0000:0000:0000:0010,L&T
505,LT0102798,861190054486680,1 Phase,S2S repaired,8991856050706071499,NBPDCL,405856706071499,2405:0203:0521:C247:0000:0000:0000:0010,L&T
506,LT0185241,869810051031450,1 Phase,S2S repaired,8991856050706065789,NBPDCL,405856706065789,2405:0203:0523:6EEC:0000:0000:0000:0010,L&T
507,LT0778782,860953065857723,1 Phase,S2S repaired,8991856040706634780,NBPDCL,405856707179780,2405:0203:052C:9B30:0000:0000:0000:0010,L&T
508,LT0137405,861190057489814,1 Phase,S2S repaired,8991856050706052928,NBPDCL,405856706052928,2405:0203:0522:2F22:0000:0000:0000:0010,L&T
509,LT0104042,861190054438376,1 Phase,S2S repaired,8991856050706243142,NBPDCL,405856706243142,2405:0203:0521:C720:0000:0000:0000:0010,L&T
510,LT0818390,860953065506023,1 Phase,S2S repaired,8991856040706673513,SBPDCL,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,L&T
511,LT0102844,861190051951116,1 Phase,S2S repaired,8991856050706071045,NBPDCL,405856706071045,2405:0203:0521:C275:0000:0000:0000:0010,L&T
512,LT0158177,861190057324086,1 Phase,S2S repaired,8991856050706266198,NBPDCL,405856706266198,2405:0203:0522:862E:0000:0000:0000:0010,L&T
513,LT0172367,861190057161017,1 Phase,S2S repaired,8991856050706102706,NBPDCL,405856706102706,2405:0203:0522:BD9C:0000:0000:0000:0010,L&T
514,LT0188337,869810051097717,1 Phase,S2S repaired,8991856050706067311,NBPDCL,405856706067311,2405:0203:0523:7B04:0000:0000:0000:0010,L&T
515,LT0774280,865681069899657,1 Phase,S2S repaired,8991856040706645862,NBPDCL,405856707190862,2405:0203:052C:899A:0000:0000:0000:0010,L&T
516,LT0161599,861190056971010,1 Phase,S2S repaired,8991856050706269730,NBPDCL,405856706269730,2405:0203:0522:938C:0000:0000:0000:0010,L&T
517,LT0776421,861996078360804,1 Phase,S2S repaired,8991856040706668725,NBPDCL,405856707213725,2405:0203:052C:91F7:0000:0000:0000:0010,L&T
518,LT0647939,860953060410957,1 Phase,S2S repaired,8991856040706172506,NBPDCL,405856706717527,2405:0203:052A:9FDB:0000:0000:0000:0010,L&T
519,LT0646101,860953060389714,1 Phase,S2S repaired,8991856040706182730,NBPDCL,405856706727739,2405:0203:052A:98AD:0000:0000:0000:0010,L&T
520,LT0137448,861190057446137,1 Phase,S2S repaired,8991856050706052884,NBPDCL,405856706052884,2405:0203:0522:2F4D:0000:0000:0000:0010,L&T
521,LT0160368,861190057147727,1 Phase,S2S repaired,8991856050706099508,NBPDCL,405856706099508,2405:0203:0522:8EBD:0000:0000:0000:0010,L&T
522,LT0172340,861190057065499,1 Phase,S2S repaired,8991856050706079037,NBPDCL,405856706079037,2405:0203:0522:BD81:0000:0000:0000:0010,L&T
523,LT0184071,869810050921677,1 Phase,S2S repaired,8991856050706100006,NBPDCL,405856706100006,2405:0203:0523:6A5A:0000:0000:0000:0010,L&T
524,LT0643496,860953060038543,1 Phase,S2S repaired,8991856040706184887,NBPDCL,405856706729896,2405:0203:052A:8E80:0000:0000:0000:0010,L&T
525,LT0184075,869810050974502,1 Phase,S2S repaired,8991856050706100004,NBPDCL,405856706100004,2405:0203:0523:6A5E:0000:0000:0000:0010,L&T
526,LT0776428,865681069856434,1 Phase,S2S repaired,8991856040706668722,NBPDCL,405856707213722,2405:0203:052C:91FE:0000:0000:0000:0010,L&T
527,LT0929789,861996078287718,1 Phase,S2S repaired,8991856040706850888,NBPDCL,405856707395891,2405:0203:052F:017E:0000:0000:0000:0010,L&T
528,LT0885904,861996077243696,1 Phase,S2S repaired,8991856040706589794,NBPDCL,405856707134803,2405:0203:052E:7078:0000:0000:0000:0010,L&T
529,LT0705225,860953068998706,1 Phase,S2S repaired,8991856040706565805,NBPDCL,405856707110814,2405:0203:052B:A2EB:0000:0000:0000:0010,L&T
530,LT1009349,861996077226543,1 Phase,S2S repaired,8991856040706847641,NBPDCL,405856707392644,2405:0203:0530:650A:0000:0000:0000:0010,L&T
531,LT0126566,861190056048090,1 Phase,S2S repaired,8991856050706110447,NBPDCL,405856706110447,2405:0203:0522:0E9B:0000:0000:0000:0010,L&T
532,LT0104376,861190054476384,1 Phase,S2S repaired,8991856050706242211,NBPDCL,405856706242211,2405:0203:0521:C86E:0000:0000:0000:0010,L&T
533,LT0705971,865681069737386,1 Phase,S2S repaired,8991856040706574499,NBPDCL,405856707119508,2405:0203:052B:A5D5:0000:0000:0000:0010,L&T
534,LT0173678,861190056100164,1 Phase,S2S repaired,8991856050706079729,NBPDCL,405856706079729,2405:0203:0522:C2BB:0000:0000:0000:0010,L&T
535,LT0057781,861089055016191,1 Phase,S2S repaired,8991856050706041418,NBPDCL,405856706041418,2405:0203:0520:D9C4:0000:0000:0000:0010,L&T
536,LT0109112,861190054390361,1 Phase,S2S repaired,8991856050706297779,NBPDCL,405856706297779,2405:0203:0521:A4D7:0000:0000:0000:0010,L&T
537,LT0404894,865681060052645,1 Phase,S2S repaired,8991856040706224241,NBPDCL,405856706769250,2405:0203:0526:BB7D:0000:0000:0000:0010,L&T
538,LT0089607,866545058007557,1 Phase,S2S repaired,8991856050706135456,NBPDCL,405856706135456,2405:0203:0521:46FD:0000:0000:0000:0010,L&T
539,LT0013120,866545057934199,1 Phase,S2S repaired,8991856050706045366,NBPDCL,405856706045366,2405:0203:0520:2C38:0000:0000:0000:0010,L&T
540,LT0926471,861996077248273,1 Phase,S2S repaired,8991856040706854653,NBPDCL,405856707399656,2405:0203:052F:42A8:0000:0000:0000:0010,L&T
