S.R,METER NO.,IME,PHASE,WAREHOUSE_STATUS,FINAL SIM,WAREHOUSE_UTILITY,IMSI,IP,MAKE,MFG_SERIAL_NUM,METER_MATCH_UDC_ID,METER_MATCH_IP,INSTALLATIONNUMBER,METER_MATCH_STATUS,METER_MATCH_UTILITY,IMSI_MATCHED_METER_NO,IMSI_MATCHED_IP,IMSI_MATCHED_STATUS,IMSI_MATCHED_UTILITY,IP_MATCHED_METER_NO,IP_MATCH_UDC_ID,IP_MATCHED_IP,IP_MATCHED_STATUS,IP_MATCHED_UTILITY,SIM SET CHECK STATUS,METER_SIM,METER_ORG,SIM_ORG,METER_IP,SIM SET CHECK STATUS RECHECK,ACTION TAKEN,NEW_METER_NUMBER,Duplicated
496,LT0855460,861996078288112,1 Phase,S2S repaired,8991856040706617183,NBPDCL,405856707162192,2405:0203:052D:F98C:0000:0000:0000:0010,L&T,LT0855460,405856707162192,2405:0203:052D:F98C:0000:0000:0000:0010,5001582502,Retired,NBPDCL,LT0855460,2405:0203:052D:F98C:0000:0000:0000:0010,Retired,NBPDCL,LT0855460,405856707162192,2405:0203:052D:F98C:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0855460,Unique
497,LT0778496,860953069353489,1 Phase,S2S repaired,8991856040706582514,NBPDCL,405856707127523,2405:0203:052C:9A12:0000:0000:0000:0010,L&T,LT0778496,405856707127523,2405:0203:052C:9A12:0000:0000:0000:0010,5000933633,Retired,NBPDCL,LT0778496,2405:0203:052C:9A12:0000:0000:0000:0010,Retired,NBPDCL,LT0778496,405856707127523,2405:0203:052C:9A12:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0778496,Unique
498,LT0152230,861190054475105,1 Phase,S2S repaired,8991856050706142026,NBPDCL,405856706142026,2405:0203:0522:690B:0000:0000:0000:0010,L&T,LT0152230,405856706142026,2405:0203:0522:690B:0000:0000:0000:0010,5000717620,Retired,NBPDCL,LT0152230,2405:0203:0522:690B:0000:0000:0000:0010,Retired,NBPDCL,LT0152230,405856706142026,2405:0203:0522:690B:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0152230,Unique
499,LT0172430,861190057100031,1 Phase,S2S repaired,8991856050706079022,NBPDCL,405856706079022,2405:0203:0522:BDDB:0000:0000:0000:0010,L&T,LT0172430,405856706079022,2405:0203:0522:BDDB:0000:0000:0000:0010,5003032112,Retired,NBPDCL,LT0172430,2405:0203:0522:BDDB:0000:0000:0000:0010,Retired,NBPDCL,LT0172430,405856706079022,2405:0203:0522:BDDB:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0172430,Unique
500,LT0128296,861190056000471,1 Phase,S2S repaired,8991856050706113666,NBPDCL,405856706113666,2405:0203:0522:155D:0000:0000:0000:0010,L&T,LT0128296,405856706113666,2405:0203:0522:155D:0000:0000:0000:0010,5000673596,Retired,NBPDCL,LT0128296,2405:0203:0522:155D:0000:0000:0000:0010,Retired,NBPDCL,LT0128296,405856706113666,2405:0203:0522:155D:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0128296,Unique
501,LT0644597,860953060344008,1 Phase,S2S repaired,8991856040706219662,NBPDCL,405856706764671,2405:0203:052A:92CD:0000:0000:0000:0010,L&T,LT0644597,405856706764671,2405:0203:052A:92CD:0000:0000:0000:0010,5003468226,Retired,NBPDCL,LT0644597,2405:0203:052A:92CD:0000:0000:0000:0010,Retired,NBPDCL,LT0644597,405856706764671,2405:0203:052A:92CD:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0644597,Unique
502,LT0158182,861190056977686,1 Phase,S2S repaired,8991856050706268163,NBPDCL,405856706268163,2405:0203:0522:8633:0000:0000:0000:0010,L&T,LT0158182,405856706268163,2405:0203:0522:8633:0000:0000:0000:0010,5000721743,Retired,NBPDCL,LT0158182,2405:0203:0522:8633:0000:0000:0000:0010,Retired,NBPDCL,LT0158182,405856706268163,2405:0203:0522:8633:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0158182,Unique
503,LT0521998,861996077249131,1 Phase,S2S repaired,8991856040706026918,NBPDCL,405856706571940,2405:0203:0527:5A7F:0000:0000:0000:0010,L&T,LT0521998,405856706571940,2405:0203:0527:5A7F:0000:0000:0000:0010,5002891214,Retired,NBPDCL,LT0521998,2405:0203:0527:5A7F:0000:0000:0000:0010,Retired,NBPDCL,LT0521998,405856706571940,2405:0203:0527:5A7F:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0521998,Unique
504,LT0105109,861190054373334,1 Phase,S2S repaired,8991856050706242333,NBPDCL,405856706242333,2405:0203:0521:CB4B:0000:0000:0000:0010,L&T,LT0105109,405856706242333,2405:0203:0521:CB4B:0000:0000:0000:0010,5000720290,Retired,NBPDCL,LT0105109,2405:0203:0521:CB4B:0000:0000:0000:0010,Retired,NBPDCL,LT0105109,405856706242333,2405:0203:0521:CB4B:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0105109,Unique
505,LT0102798,861190054486680,1 Phase,S2S repaired,8991856050706071499,NBPDCL,405856706071499,2405:0203:0521:C247:0000:0000:0000:0010,L&T,LT0102798,405856706071499,2405:0203:0521:C247:0000:0000:0000:0010,5000780057,Retired,NBPDCL,LT0102798,2405:0203:0521:C247:0000:0000:0000:0010,Retired,NBPDCL,LT0102798,405856706071499,2405:0203:0521:C247:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0102798,Unique
506,LT0185241,869810051031450,1 Phase,S2S repaired,8991856050706065789,NBPDCL,405856706065789,2405:0203:0523:6EEC:0000:0000:0000:0010,L&T,LT0185241,405856706065789,2405:0203:0523:6EEC:0000:0000:0000:0010,5002866152,Retired,NBPDCL,LT0185241,2405:0203:0523:6EEC:0000:0000:0000:0010,Retired,NBPDCL,LT0185241,405856706065789,2405:0203:0523:6EEC:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0185241,Unique
507,LT0778782,860953065857723,1 Phase,S2S repaired,8991856040706634780,NBPDCL,405856707179780,2405:0203:052C:9B30:0000:0000:0000:0010,L&T,LT0778782,405856707179780,2405:0203:052C:9B30:0000:0000:0000:0010,5001349034,Retired,NBPDCL,LT0778782,2405:0203:052C:9B30:0000:0000:0000:0010,Retired,NBPDCL,LT0778782,405856707179780,2405:0203:052C:9B30:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0778782,Unique
508,LT0137405,861190057489814,1 Phase,S2S repaired,8991856050706052928,NBPDCL,405856706052928,2405:0203:0522:2F22:0000:0000:0000:0010,L&T,LT0137405,405856706052928,2405:0203:0522:2F22:0000:0000:0000:0010,5002867098,Retired,NBPDCL,LT0137405,2405:0203:0522:2F22:0000:0000:0000:0010,Retired,NBPDCL,LT0137405,405856706052928,2405:0203:0522:2F22:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0137405,Unique
509,LT0104042,861190054438376,1 Phase,S2S repaired,8991856050706243142,NBPDCL,405856706243142,2405:0203:0521:C720:0000:0000:0000:0010,L&T,LT0104042,405856706243142,2405:0203:0521:C720:0000:0000:0000:0010,5000672217,Retired,NBPDCL,LT0104042,2405:0203:0521:C720:0000:0000:0000:0010,Retired,NBPDCL,LT0104042,405856706243142,2405:0203:0521:C720:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0104042,Unique
510,LT0818390,860953065506023,1 Phase,S2S repaired,8991856040706673513,SBPDCL,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,L&T,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,5000943332,Meter Shop,SBPDCL,LT0818390,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0818390,Unique
510,LT0818390,860953065506023,1 Phase,S2S repaired,8991856040706673513,SBPDCL,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,L&T,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,5000943332,Meter Shop,SBPDCL,LT0818390,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0818390,Duplicated
510,LT0818390,860953065506023,1 Phase,S2S repaired,8991856040706673513,SBPDCL,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,L&T,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,5000943332,Meter Shop,SBPDCL,LT0818390,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,Installed,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0818390,Duplicated
510,LT0818390,860953065506023,1 Phase,S2S repaired,8991856040706673513,SBPDCL,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,L&T,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,5000943332,Meter Shop,SBPDCL,LT0818390,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,Installed,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0818390,Duplicated
510,LT0818390,860953065506023,1 Phase,S2S repaired,8991856040706673513,SBPDCL,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,L&T,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,nan,Meter Shop,SBPDCL,LT0818390,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0818390,Duplicated
510,LT0818390,860953065506023,1 Phase,S2S repaired,8991856040706673513,SBPDCL,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,L&T,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,nan,Meter Shop,SBPDCL,LT0818390,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0818390,Duplicated
510,LT0818390,860953065506023,1 Phase,S2S repaired,8991856040706673513,SBPDCL,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,L&T,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,nan,Meter Shop,SBPDCL,LT0818390,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,Installed,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0818390,Duplicated
510,LT0818390,860953065506023,1 Phase,S2S repaired,8991856040706673513,SBPDCL,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,L&T,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,nan,Meter Shop,SBPDCL,LT0818390,2405:0203:052D:68BF:0000:0000:0000:0010,Meter Shop,SBPDCL,LT0818390,405856707218513,2405:0203:052D:68BF:0000:0000:0000:0010,Installed,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0818390,Duplicated
511,LT0102844,861190051951116,1 Phase,S2S repaired,8991856050706071045,NBPDCL,405856706071045,2405:0203:0521:C275:0000:0000:0000:0010,L&T,LT0102844,405856706071045,2405:0203:0521:C275:0000:0000:0000:0010,5002412041,Retired,NBPDCL,LT0102844,2405:0203:0521:C275:0000:0000:0000:0010,Retired,NBPDCL,LT0102844,405856706071045,2405:0203:0521:C275:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0102844,Unique
512,LT0158177,861190057324086,1 Phase,S2S repaired,8991856050706266198,NBPDCL,405856706266198,2405:0203:0522:862E:0000:0000:0000:0010,L&T,LT0158177,405856706266198,2405:0203:0522:862E:0000:0000:0000:0010,5003994796,Retired,NBPDCL,LT0158177,2405:0203:0522:862E:0000:0000:0000:0010,Retired,NBPDCL,LT0158177,405856706266198,2405:0203:0522:862E:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0158177,Unique
513,LT0172367,861190057161017,1 Phase,S2S repaired,8991856050706102706,NBPDCL,405856706102706,2405:0203:0522:BD9C:0000:0000:0000:0010,L&T,LT0172367,405856706102706,2405:0203:0522:BD9C:0000:0000:0000:0010,5000724873,Retired,NBPDCL,LT0172367,2405:0203:0522:BD9C:0000:0000:0000:0010,Retired,NBPDCL,LT0172367,405856706102706,2405:0203:0522:BD9C:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0172367,Unique
514,LT0188337,869810051097717,1 Phase,S2S repaired,8991856050706067311,NBPDCL,405856706067311,2405:0203:0523:7B04:0000:0000:0000:0010,L&T,LT0188337,405856706067311,2405:0203:0523:7B04:0000:0000:0000:0010,5002598097,Retired,NBPDCL,LT0188337,2405:0203:0523:7B04:0000:0000:0000:0010,Retired,NBPDCL,LT0188337,405856706067311,2405:0203:0523:7B04:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0188337,Unique
515,LT0774280,865681069899657,1 Phase,S2S repaired,8991856040706645862,NBPDCL,405856707190862,2405:0203:052C:899A:0000:0000:0000:0010,L&T,LT0774280,405856707190862,2405:0203:052C:899A:0000:0000:0000:0010,5001349046,Retired,NBPDCL,LT0774280,2405:0203:052C:899A:0000:0000:0000:0010,Retired,NBPDCL,LT0774280,405856707190862,2405:0203:052C:899A:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0774280,Unique
516,LT0161599,861190056971010,1 Phase,S2S repaired,8991856050706269730,NBPDCL,405856706269730,2405:0203:0522:938C:0000:0000:0000:0010,L&T,LT0161599,405856706269730,2405:0203:0522:938C:0000:0000:0000:0010,5000681590,Retired,NBPDCL,LT0161599,2405:0203:0522:938C:0000:0000:0000:0010,Retired,NBPDCL,LT0161599,405856706269730,2405:0203:0522:938C:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0161599,Unique
517,LT0776421,861996078360804,1 Phase,S2S repaired,8991856040706668725,NBPDCL,405856707213725,2405:0203:052C:91F7:0000:0000:0000:0010,L&T,LT0776421,405856707213725,2405:0203:052C:91F7:0000:0000:0000:0010,5000942945,Retired,NBPDCL,LT0776421,2405:0203:052C:91F7:0000:0000:0000:0010,Retired,NBPDCL,LT0776421,405856707213725,2405:0203:052C:91F7:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0776421,Unique
518,LT0647939,860953060410957,1 Phase,S2S repaired,8991856040706172506,NBPDCL,405856706717527,2405:0203:052A:9FDB:0000:0000:0000:0010,L&T,LT0647939,405856706717527,2405:0203:052A:9FDB:0000:0000:0000:0010,5003895265,Retired,NBPDCL,LT0647939,2405:0203:052A:9FDB:0000:0000:0000:0010,Retired,NBPDCL,LT0647939,405856706717527,2405:0203:052A:9FDB:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0647939,Unique
519,LT0646101,860953060389714,1 Phase,S2S repaired,8991856040706182730,NBPDCL,405856706727739,2405:0203:052A:98AD:0000:0000:0000:0010,L&T,LT0646101,405856706727739,2405:0203:052A:98AD:0000:0000:0000:0010,5000941229,Retired,NBPDCL,LT0646101,2405:0203:052A:98AD:0000:0000:0000:0010,Retired,NBPDCL,LT0646101,405856706727739,2405:0203:052A:98AD:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0646101,Unique
520,LT0137448,861190057446137,1 Phase,S2S repaired,8991856050706052884,NBPDCL,405856706052884,2405:0203:0522:2F4D:0000:0000:0000:0010,L&T,LT0137448,405856706052884,2405:0203:0522:2F4D:0000:0000:0000:0010,5000714592,Retired,NBPDCL,LT0137448,2405:0203:0522:2F4D:0000:0000:0000:0010,Retired,NBPDCL,LT0137448,405856706052884,2405:0203:0522:2F4D:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0137448,Unique
521,LT0160368,861190057147727,1 Phase,S2S repaired,8991856050706099508,NBPDCL,405856706099508,2405:0203:0522:8EBD:0000:0000:0000:0010,L&T,LT0160368,405856706099508,2405:0203:0522:8EBD:0000:0000:0000:0010,5000717696,Retired,NBPDCL,LT0160368,2405:0203:0522:8EBD:0000:0000:0000:0010,Retired,NBPDCL,LT0160368,405856706099508,2405:0203:0522:8EBD:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0160368,Unique
522,LT0172340,861190057065499,1 Phase,S2S repaired,8991856050706079037,NBPDCL,405856706079037,2405:0203:0522:BD81:0000:0000:0000:0010,L&T,LT0172340,405856706079037,2405:0203:0522:BD81:0000:0000:0000:0010,5000859181,Retired,NBPDCL,LT0172340,2405:0203:0522:BD81:0000:0000:0000:0010,Retired,NBPDCL,LT0172340,405856706079037,2405:0203:0522:BD81:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0172340,Unique
523,LT0184071,869810050921677,1 Phase,S2S repaired,8991856050706100006,NBPDCL,405856706100006,2405:0203:0523:6A5A:0000:0000:0000:0010,L&T,LT0184071,405856706100006,2405:0203:0523:6A5A:0000:0000:0000:0010,5000718486,Retired,NBPDCL,LT0184071,2405:0203:0523:6A5A:0000:0000:0000:0010,Retired,NBPDCL,LT0184071,405856706100006,2405:0203:0523:6A5A:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0184071,Unique
524,LT0643496,860953060038543,1 Phase,S2S repaired,8991856040706184887,NBPDCL,405856706729896,2405:0203:052A:8E80:0000:0000:0000:0010,L&T,LT0643496,405856706729896,2405:0203:052A:8E80:0000:0000:0000:0010,5002849746,Retired,NBPDCL,LT0643496,2405:0203:052A:8E80:0000:0000:0000:0010,Retired,NBPDCL,LT0643496,405856706729896,2405:0203:052A:8E80:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0643496,Unique
525,LT0184075,869810050974502,1 Phase,S2S repaired,8991856050706100004,NBPDCL,405856706100004,2405:0203:0523:6A5E:0000:0000:0000:0010,L&T,LT0184075,405856706100004,2405:0203:0523:6A5E:0000:0000:0000:0010,5001542504,Retired,NBPDCL,LT0184075,2405:0203:0523:6A5E:0000:0000:0000:0010,Retired,NBPDCL,LT0184075,405856706100004,2405:0203:0523:6A5E:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0184075,Unique
526,LT0776428,865681069856434,1 Phase,S2S repaired,8991856040706668722,NBPDCL,405856707213722,2405:0203:052C:91FE:0000:0000:0000:0010,L&T,LT0776428,405856707213722,2405:0203:052C:91FE:0000:0000:0000:0010,5000943206,Retired,NBPDCL,LT0776428,2405:0203:052C:91FE:0000:0000:0000:0010,Retired,NBPDCL,LT0776428,405856707213722,2405:0203:052C:91FE:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0776428,Unique
527,LT0929789,861996078287718,1 Phase,S2S repaired,8991856040706850888,NBPDCL,405856707395891,2405:0203:052F:017E:0000:0000:0000:0010,L&T,LT0929789,405856707395891,2405:0203:052F:017E:0000:0000:0000:0010,SHES1231118456,Retired,NBPDCL,LT0929789,2405:0203:052F:017E:0000:0000:0000:0010,Retired,NBPDCL,LT0929789,405856707395891,2405:0203:052F:017E:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0929789,Unique
528,LT0885904,861996077243696,1 Phase,S2S repaired,8991856040706589794,NBPDCL,405856707134803,2405:0203:052E:7078:0000:0000:0000:0010,L&T,LT0885904,405856707134803,2405:0203:052E:7078:0000:0000:0000:0010,SHES1231114391,Retired,NBPDCL,LT0885904,2405:0203:052E:7078:0000:0000:0000:0010,Retired,NBPDCL,LT0885904,405856707134803,2405:0203:052E:7078:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0885904,Unique
529,LT0705225,860953068998706,1 Phase,S2S repaired,8991856040706565805,NBPDCL,405856707110814,2405:0203:052B:A2EB:0000:0000:0000:0010,L&T,LT0705225,405856707110814,2405:0203:052B:A2EB:0000:0000:0000:0010,5000399031,Retired,NBPDCL,LT0705225,2405:0203:052B:A2EB:0000:0000:0000:0010,Retired,NBPDCL,LT0705225,405856707110814,2405:0203:052B:A2EB:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0705225,Unique
530,LT1009349,861996077226543,1 Phase,S2S repaired,8991856040706847641,NBPDCL,405856707392644,2405:0203:0530:650A:0000:0000:0000:0010,L&T,LT1009349,405856707392644,2405:0203:0530:650A:0000:0000:0000:0010,5002474832,Retired,NBPDCL,LT1009349,2405:0203:0530:650A:0000:0000:0000:0010,Retired,NBPDCL,LT1009349,405856707392644,2405:0203:0530:650A:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT1009349,Unique
531,LT0126566,861190056048090,1 Phase,S2S repaired,8991856050706110447,NBPDCL,405856706110447,2405:0203:0522:0E9B:0000:0000:0000:0010,L&T,LT0126566,405856706110447,2405:0203:0522:0E9B:0000:0000:0000:0010,5001616559,Retired,NBPDCL,LT0126566,2405:0203:0522:0E9B:0000:0000:0000:0010,Retired,NBPDCL,LT0126566,405856706110447,2405:0203:0522:0E9B:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0126566,Unique
532,LT0104376,861190054476384,1 Phase,S2S repaired,8991856050706242211,NBPDCL,405856706242211,2405:0203:0521:C86E:0000:0000:0000:0010,L&T,LT0104376,405856706242211,2405:0203:0521:C86E:0000:0000:0000:0010,5000749557,Retired,NBPDCL,LT0104376,2405:0203:0521:C86E:0000:0000:0000:0010,Retired,NBPDCL,LT0104376,405856706242211,2405:0203:0521:C86E:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0104376,Unique
533,LT0705971,865681069737386,1 Phase,S2S repaired,8991856040706574499,NBPDCL,405856707119508,2405:0203:052B:A5D5:0000:0000:0000:0010,L&T,LT0705971,405856707119508,2405:0203:052B:A5D5:0000:0000:0000:0010,RASBEL-1150,Retired,NBPDCL,LT0705971,2405:0203:052B:A5D5:0000:0000:0000:0010,Retired,NBPDCL,LT0705971,405856707119508,2405:0203:052B:A5D5:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0705971,Unique
534,LT0173678,861190056100164,1 Phase,S2S repaired,8991856050706079729,NBPDCL,405856706079729,2405:0203:0522:C2BB:0000:0000:0000:0010,L&T,LT0173678,405856706079729,2405:0203:0522:C2BB:0000:0000:0000:0010,5000753274,Retired,NBPDCL,LT0173678,2405:0203:0522:C2BB:0000:0000:0000:0010,Retired,NBPDCL,LT0173678,405856706079729,2405:0203:0522:C2BB:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0173678,Unique
